age,experience,income,family,mortgage,personal_loan,creditcard,loan_delinquency,non_valid_passport,undergraduate_edu,graduate_edu,advance_edu
23,6,245,1,0,0,0,0,0,0,1,0
58,7,311,4,780,0,0,0,0,1,0,0
46,13,111,2,0,0,0,0,0,0,1,0
42,15,242,4,0,0,0,0,0,1,0,0
50,32,288,3,0,0,0,0,0,1,0,0
60,31,85,5,0,0,0,0,0,0,0,1
39,23,70,4,0,0,0,0,0,0,0,1
34,37,324,1,0,0,0,0,0,0,0,1
43,30,275,4,2150,0,0,0,0,1,0,0
54,35,86,1,0,0,1,0,0,0,0,1
44,16,246,5,0,0,0,0,0,0,0,1
47,25,284,4,870,0,0,0,0,0,0,1
54,23,91,1,1570,0,0,0,0,1,0,0
29,16,161,4,0,0,0,0,0,0,0,1
51,26,52,4,0,0,0,0,0,0,0,1
21,1,252,2,0,0,0,0,0,0,1,0
57,11,282,4,0,1,0,0,0,1,0,0
37,14,173,1,3940,0,0,0,0,0,0,1
65,9,201,2,2270,0,1,0,0,1,0,0
49,17,124,4,3270,1,1,0,0,0,1,0
47,19,218,2,0,0,0,0,0,0,1,0
65,5,43,2,0,1,0,0,0,0,0,1
26,12,334,5,4750,0,0,0,0,0,0,1
19,37,27,4,0,0,0,0,0,0,0,1
48,16,200,4,1580,0,0,0,0,0,1,0
29,10,329,5,0,0,0,0,0,0,0,1
61,40,183,4,0,0,1,0,0,0,0,1
38,24,46,3,0,0,0,0,0,0,0,1
29,-1,24,5,0,0,1,0,0,1,0,0
50,10,246,5,0,0,0,0,0,0,1,0
42,4,347,4,0,0,1,0,0,0,1,0
55,3,65,3,0,1,0,0,0,0,0,1
41,3,161,3,1490,1,0,0,0,1,0,0
26,7,202,4,980,0,0,0,0,0,1,0
64,11,72,3,0,0,0,0,0,1,0,0
65,17,162,2,0,0,0,0,0,0,0,1
52,0,123,3,0,0,0,0,0,0,0,1
34,2,222,5,0,0,0,0,0,0,1,0
34,25,144,1,0,0,0,0,0,0,1,0
59,9,169,2,0,0,0,0,0,0,1,0
55,19,58,3,0,0,0,0,0,0,1,0
24,38,241,4,0,0,0,0,0,1,0,0
32,36,298,2,870,0,0,1,0,0,0,1
27,19,108,4,0,0,0,0,0,0,1,0
59,17,160,2,0,0,0,0,0,0,1,0
30,15,307,1,1520,0,0,0,0,0,0,1
50,5,350,1,0,0,0,0,0,0,1,0
18,20,342,1,0,0,0,0,0,0,0,1
28,32,114,2,0,0,0,1,0,1,0,0
53,3,192,5,0,0,1,0,0,0,1,0
61,7,76,1,0,1,0,0,0,0,0,1
42,13,204,5,940,0,0,0,0,0,1,0
35,23,104,5,0,0,1,0,0,0,0,1
58,14,300,3,1010,0,1,0,0,0,0,1
34,4,316,3,1840,0,0,0,0,0,0,1
30,12,126,1,910,0,0,0,0,1,0,0
60,8,188,1,0,0,0,0,0,0,1,0
52,11,271,2,0,0,0,0,0,1,0,0
56,37,106,5,0,0,0,0,0,1,0,0
26,1,120,4,1970,1,0,0,0,0,1,0
28,7,320,1,0,0,0,0,0,1,0,0
21,37,290,4,0,1,0,0,0,0,1,0
57,12,186,3,0,0,1,0,0,1,0,0
56,26,299,5,0,0,0,0,0,0,0,1
40,21,185,2,2280,0,0,0,0,0,1,0
29,24,267,1,0,0,0,0,0,1,0,0
31,36,231,1,0,0,0,0,0,1,0,0
30,8,181,4,0,0,1,0,0,0,1,0
38,2,43,3,870,0,0,0,0,1,0,0
52,36,314,2,0,0,0,0,0,0,1,0
36,20,83,5,1440,0,1,0,0,1,0,0
42,25,156,3,0,0,0,0,0,1,0,0
50,20,289,2,0,0,0,0,0,0,1,0
30,36,246,2,0,0,0,0,0,0,1,0
24,18,84,2,0,0,0,0,0,0,0,1
34,17,209,1,0,0,0,0,0,1,0,0
57,5,296,5,0,0,1,0,0,0,0,1
35,37,158,4,940,0,0,0,0,0,0,1
36,19,283,2,910,0,0,0,0,1,0,0
27,35,199,1,0,0,0,0,0,0,0,1
35,6,214,1,0,1,0,0,0,0,0,1
47,36,47,4,1090,0,1,0,0,1,0,0
46,13,146,3,0,0,0,0,0,1,0,0
28,30,49,2,980,0,0,0,0,0,0,1
21,32,312,2,0,0,0,0,0,1,0,0
24,1,72,2,0,0,0,0,0,0,0,1
45,41,192,1,0,0,0,0,0,1,0,0
30,19,27,3,2970,0,0,0,0,0,1,0
30,29,308,3,0,0,0,0,0,0,1,0
52,18,258,2,0,0,0,0,0,1,0,0
58,28,158,4,0,0,0,0,0,0,0,1
29,6,265,2,1160,0,0,0,0,0,0,1
21,13,182,1,0,1,0,0,0,0,0,1
36,2,325,5,0,0,1,0,0,0,0,1
63,26,263,2,1090,0,0,0,0,1,0,0
52,27,254,5,1010,0,1,0,0,0,0,1
54,38,16,1,0,0,0,0,0,0,1,0
32,4,242,3,0,0,0,0,0,0,0,1
54,10,333,5,0,0,0,0,0,0,1,0
61,8,22,5,990,1,0,0,0,0,1,0
49,21,264,2,1280,0,0,0,0,1,0,0
44,22,312,3,2410,0,0,0,0,1,0,0
38,28,248,1,0,0,1,0,0,0,1,0
21,19,296,3,0,0,0,0,0,0,0,1
58,27,66,5,0,0,0,0,0,0,1,0
60,20,137,3,0,0,0,0,0,0,0,1
26,13,18,2,0,0,0,0,0,1,0,0
27,17,130,2,0,0,0,0,0,0,0,1
51,33,319,2,2040,0,0,0,0,0,0,1
24,12,124,3,0,0,0,0,0,0,1,0
24,1,339,3,1850,0,0,1,0,1,0,0
51,7,213,5,0,0,0,0,0,0,0,1
58,37,13,2,0,0,0,0,0,1,0,0
65,8,98,3,1040,0,0,0,0,0,1,0
50,27,254,3,0,0,1,0,0,0,0,1
37,31,339,4,1370,0,0,0,0,0,0,1
41,39,55,1,0,0,0,0,0,0,0,1
44,1,28,5,0,0,0,0,0,0,1,0
58,5,133,2,0,0,0,0,0,0,0,1
23,33,188,3,0,0,0,0,0,1,0,0
37,2,136,1,1080,0,0,0,0,0,1,0
65,39,210,4,0,0,0,0,0,1,0,0
57,23,52,1,0,0,0,0,0,1,0,0
31,9,19,2,0,0,0,0,0,0,0,1
47,11,73,5,1000,0,0,0,0,0,1,0
31,18,341,4,0,0,0,0,0,0,1,0
45,4,254,4,2360,0,0,0,0,1,0,0
59,39,186,1,0,0,0,0,0,0,1,0
46,35,39,1,4370,1,0,0,0,1,0,0
61,37,341,5,0,0,0,0,0,0,0,1
23,2,112,3,1780,0,0,0,0,0,1,0
40,16,188,1,1170,0,0,0,0,0,0,1
40,20,261,1,4280,0,0,0,0,0,1,0
64,10,225,4,0,0,0,1,0,1,0,0
54,22,332,5,1450,0,1,0,0,1,0,0
30,40,78,1,3330,0,0,0,0,0,1,0
58,15,104,1,0,0,0,0,0,0,0,1
37,26,157,4,2360,0,0,0,0,0,0,1
41,6,237,1,1170,0,0,0,0,0,0,1
54,40,227,2,1620,0,0,0,0,0,0,1
22,13,268,5,0,1,0,0,0,0,0,1
40,3,153,2,0,0,0,0,0,1,0,0
57,18,21,4,0,0,0,0,0,0,1,0
18,38,23,5,3660,0,0,0,0,0,0,1
38,21,28,4,0,0,0,0,0,1,0,0
37,38,274,2,0,0,1,0,0,1,0,0
63,34,114,1,0,0,0,0,0,0,0,1
47,30,343,2,2340,1,0,0,0,1,0,0
65,31,80,3,1210,0,0,0,0,0,1,0
53,10,275,2,2570,0,0,0,0,0,0,1
48,17,222,1,900,0,0,0,0,0,0,1
61,6,348,2,2190,0,0,0,0,0,0,1
65,35,121,5,0,0,0,0,0,1,0,0
37,14,68,3,0,0,0,0,0,0,1,0
19,25,22,3,0,0,0,0,0,0,0,1
36,36,63,2,1030,0,0,1,0,1,0,0
56,17,134,1,3370,0,1,0,0,1,0,0
33,16,119,1,0,0,0,0,0,0,0,1
29,5,56,3,3820,0,0,0,0,0,0,1
50,26,311,3,3970,0,0,0,0,0,1,0
19,6,86,1,880,0,1,0,0,1,0,0
56,9,250,4,0,0,0,0,0,0,1,0
30,2,261,5,0,0,0,0,0,0,0,1
18,24,317,1,0,0,0,0,0,0,0,1
26,14,228,2,0,0,0,0,0,0,0,1
34,36,135,5,0,0,0,0,0,0,0,1
37,11,189,5,1250,0,1,0,0,0,1,0
51,21,231,5,0,0,0,0,0,0,0,1
37,27,93,2,1410,0,0,0,0,1,0,0
19,6,168,2,0,0,0,0,0,0,1,0
63,25,79,5,1810,0,0,0,0,1,0,0
36,3,176,2,1230,0,0,0,0,0,1,0
34,30,167,5,0,0,1,0,0,1,0,0
40,26,175,2,0,0,0,0,0,0,0,1
40,6,333,2,0,0,0,0,0,0,0,1
55,7,135,3,0,1,0,0,0,0,0,1
35,3,115,3,0,0,0,0,0,0,0,1
64,5,143,2,0,0,0,0,0,0,1,0
18,26,293,2,0,0,0,0,0,0,1,0
37,28,86,5,0,0,0,0,0,1,0,0
49,24,300,5,1200,0,0,0,0,0,0,1
64,5,91,5,0,0,0,0,0,0,1,0
58,35,75,1,0,0,0,0,0,0,1,0
54,36,126,3,3800,1,0,0,0,0,0,1
21,4,277,5,0,0,0,0,0,0,1,0
62,9,75,3,2240,0,0,0,0,0,1,0
56,7,67,5,0,0,0,0,0,0,1,0
34,5,78,1,0,0,0,0,0,0,1,0
45,38,169,2,0,0,0,0,0,1,0,0
63,22,179,3,0,0,0,0,0,0,0,1
55,24,335,5,0,0,0,0,0,0,0,1
51,12,344,5,0,0,0,0,0,0,0,1
62,0,291,5,0,1,0,0,0,0,0,1
63,27,127,1,0,0,1,0,0,0,0,1
37,25,245,1,2970,1,0,0,0,1,0,0
62,11,51,5,0,0,0,0,0,0,1,0
57,16,15,3,1490,0,0,0,0,0,1,0
48,12,120,5,0,0,0,0,0,1,0,0
30,17,94,5,2150,0,0,0,0,1,0,0
41,25,105,3,0,0,0,0,0,0,0,1
52,32,95,2,0,0,0,0,0,0,1,0
26,20,76,3,2000,0,0,0,0,0,0,1
18,34,322,1,0,0,0,0,0,0,0,1
36,14,229,2,970,0,0,0,0,0,0,1
42,2,96,3,0,1,0,0,0,0,1,0
29,2,163,2,0,0,0,0,0,0,0,1
43,35,197,2,0,0,0,0,0,1,0,0
61,27,71,3,0,0,0,0,0,1,0,0
38,25,241,5,0,0,0,0,0,0,1,0
55,10,91,5,3570,0,0,0,0,1,0,0
36,37,129,4,1580,0,0,0,0,0,1,0
45,16,297,5,0,0,0,0,0,0,0,1
24,29,203,1,0,0,0,0,0,0,0,1
38,25,219,5,0,0,1,0,0,1,0,0
59,40,269,3,4330,0,0,0,0,1,0,0
63,28,183,1,0,0,0,0,0,1,0,0
18,26,157,1,0,0,0,0,0,1,0,0
36,5,94,1,1570,0,0,0,0,0,1,0
58,8,174,5,0,0,0,0,0,0,0,1
50,19,68,5,0,0,0,0,0,1,0,0
52,35,36,2,0,0,0,0,0,0,1,0
20,34,85,1,1010,0,0,0,0,1,0,0
63,38,102,4,1490,0,0,0,0,1,0,0
65,21,252,4,1220,0,0,0,0,0,1,0
28,33,259,5,0,0,0,0,0,0,0,1
35,5,132,3,1170,0,0,0,0,0,0,1
46,32,209,3,2220,0,0,0,0,0,0,1
63,13,47,2,4830,1,0,0,0,1,0,0
50,35,223,3,0,1,1,0,0,1,0,0
37,34,47,1,0,0,0,1,0,0,1,0
30,26,308,1,0,1,0,0,0,1,0,0
50,39,231,3,860,0,0,0,0,0,0,1
44,3,321,2,0,0,0,0,0,0,1,0
32,29,101,5,0,0,0,0,0,0,0,1
33,37,22,5,0,0,0,0,0,0,0,1
45,34,10,5,0,0,0,0,0,0,1,0
38,12,252,3,0,0,0,0,0,1,0,0
27,8,248,3,1780,0,0,0,0,0,0,1
39,41,162,4,2300,0,0,0,0,0,1,0
53,31,311,1,0,0,0,0,0,0,0,1
31,31,71,4,830,0,0,0,0,0,0,1
33,3,81,2,0,0,1,0,0,1,0,0
19,10,244,1,0,0,0,0,0,0,1,0
27,28,141,2,0,0,0,0,0,0,1,0
53,15,84,5,0,0,1,0,0,1,0,0
22,3,21,1,0,0,0,0,0,0,0,1
52,18,75,4,0,0,0,0,0,1,0,0
30,23,176,5,0,0,0,0,0,0,1,0
29,37,74,3,0,0,0,0,0,0,1,0
51,27,34,1,0,0,0,0,0,0,0,1
27,23,268,3,3050,1,0,0,0,1,0,0
38,18,307,1,1580,0,0,0,0,0,1,0
49,41,102,5,0,0,0,0,0,0,1,0
36,18,332,3,0,0,1,0,0,1,0,0
43,16,99,2,0,0,0,0,0,0,0,1
52,8,91,5,0,0,0,0,0,1,0,0
35,15,206,3,0,0,0,0,0,0,0,1
47,29,184,3,0,1,0,0,0,0,1,0
18,6,69,1,1540,0,1,0,0,0,0,1
31,28,186,1,0,0,0,0,0,1,0,0
42,22,318,4,0,1,0,0,0,0,0,1
56,23,27,5,0,0,0,0,0,0,0,1
24,39,140,1,2940,1,0,0,0,0,1,0
63,14,244,2,0,1,0,0,0,1,0,0
26,17,101,3,0,0,0,0,0,0,0,1
28,35,207,5,0,0,0,0,0,0,0,1
37,39,281,5,1760,1,0,0,0,1,0,0
18,33,305,3,1270,0,0,0,0,1,0,0
54,24,63,2,0,0,0,0,0,0,0,1
45,33,312,1,1280,0,0,0,0,1,0,0
44,8,341,4,2120,0,0,0,0,1,0,0
42,15,266,2,0,0,0,0,0,0,1,0
40,18,333,3,0,0,0,0,0,0,1,0
54,41,339,2,0,1,0,0,0,0,0,1
33,4,266,5,0,0,0,0,0,0,0,1
26,4,336,4,0,0,1,0,0,0,0,1
45,17,274,2,1640,0,0,0,0,0,1,0
33,8,209,2,1030,0,0,0,0,1,0,0
40,30,13,1,0,0,0,0,0,0,1,0
32,3,114,2,2870,0,0,0,0,0,0,1
37,38,341,3,940,0,0,0,0,0,0,1
44,11,335,1,0,0,0,0,0,0,1,0
20,5,75,4,1190,0,0,0,0,0,0,1
28,-1,236,4,900,0,0,0,0,0,1,0
55,5,102,5,1710,0,0,0,0,0,1,0
29,7,177,4,0,0,0,0,0,0,0,1
63,34,327,4,0,0,0,0,0,1,0,0
53,2,179,3,0,0,0,0,0,0,0,1
24,25,311,3,1170,0,0,0,0,0,1,0
57,41,81,4,0,0,0,0,0,0,1,0
55,17,121,2,0,0,0,0,0,1,0,0
29,21,37,1,0,0,0,0,0,0,1,0
19,3,340,2,1460,0,0,0,0,0,1,0
48,37,113,2,1060,0,0,0,0,0,0,1
59,29,321,5,0,0,0,0,0,0,0,1
48,15,179,1,0,0,0,0,0,0,0,1
23,33,142,4,0,0,0,0,0,0,1,0
22,13,191,5,1620,0,1,0,0,0,0,1
21,12,78,1,0,0,0,0,0,0,0,1
19,33,233,1,0,1,0,0,0,0,1,0
47,21,348,1,0,0,0,0,0,0,0,1
37,4,276,4,1100,0,0,0,0,0,0,1
52,28,17,5,0,0,1,0,0,1,0,0
34,16,106,5,0,0,0,0,0,1,0,0
37,37,21,5,0,0,0,0,0,0,0,1
37,34,13,1,0,0,0,0,0,0,1,0
48,20,177,4,2010,0,0,0,0,0,0,1
46,28,232,3,0,0,1,0,0,0,1,0
33,5,20,3,0,0,0,0,0,0,1,0
49,25,252,2,0,0,0,0,0,0,0,1
65,39,214,2,0,0,0,0,0,0,1,0
63,11,184,2,0,0,0,0,0,0,0,1
30,16,13,1,0,0,1,0,0,0,1,0
50,25,72,2,0,0,1,0,0,1,0,0
34,20,204,4,0,0,0,0,0,1,0,0
27,16,307,3,0,0,0,0,0,0,0,1
30,28,339,4,0,0,0,0,0,0,1,0
57,21,52,2,770,0,0,1,0,0,0,1
40,10,273,5,1740,0,0,0,0,1,0,0
34,4,27,5,0,0,0,0,0,0,1,0
24,19,101,2,1590,0,0,0,0,0,1,0
54,9,85,2,2770,0,0,0,0,1,0,0
50,36,112,4,0,0,0,0,0,0,1,0
62,18,268,5,0,0,0,0,1,1,0,0
24,35,17,4,0,0,1,0,0,0,0,1
62,28,275,2,0,0,0,0,0,0,0,1
26,26,192,1,0,0,0,0,0,0,0,1
65,8,150,1,830,0,0,0,0,1,0,0
61,35,315,3,0,0,0,0,0,0,0,1
35,23,52,2,0,0,0,0,0,0,0,1
19,19,174,2,2680,0,0,0,0,0,1,0
52,37,226,1,0,0,0,0,0,0,0,1
18,14,280,5,0,0,0,0,0,0,0,1
30,39,194,1,2370,1,0,0,0,1,0,0
22,4,109,2,1020,0,0,0,0,0,0,1
48,42,328,3,0,0,0,0,0,1,0,0
20,9,332,5,760,0,0,0,0,1,0,0
58,35,306,3,0,0,0,0,0,0,0,1
26,32,74,1,0,0,0,1,0,0,0,1
65,30,242,1,0,0,0,0,0,0,0,1
28,9,34,4,1550,0,0,0,0,0,1,0
27,9,82,4,0,1,0,0,0,0,1,0
30,4,342,4,0,0,0,0,0,0,1,0
56,12,201,3,1740,0,0,0,0,0,0,1
47,38,320,3,0,0,1,0,0,0,0,1
64,4,75,3,0,0,0,0,0,0,1,0
60,12,320,5,0,0,0,0,0,0,0,1
51,8,25,3,0,0,0,0,0,0,0,1
59,34,174,5,0,0,0,0,0,1,0,0
52,35,218,5,0,0,0,0,0,1,0,0
34,28,182,3,1470,1,0,0,0,1,0,0
47,12,321,5,0,0,0,0,0,1,0,0
65,21,110,3,0,0,0,0,0,0,0,1
59,23,97,5,0,0,1,0,0,0,1,0
33,26,46,2,0,1,0,0,0,0,0,1
51,28,238,3,0,0,0,0,0,1,0,0
41,4,190,4,0,0,0,1,0,0,0,1
25,39,126,3,0,0,0,0,0,0,1,0
45,8,273,2,0,0,0,0,0,0,0,1
63,6,325,3,0,1,0,0,0,1,0,0
61,25,295,3,930,0,0,0,0,0,1,0
56,27,76,4,0,0,0,0,0,0,0,1
43,18,31,3,0,0,0,0,0,0,0,1
55,10,13,2,0,0,0,0,0,1,0,0
19,26,120,4,0,0,0,0,0,0,1,0
47,32,71,1,0,0,0,0,0,0,1,0
40,32,110,1,0,0,0,0,0,1,0,0
62,28,37,4,0,0,0,0,0,1,0,0
53,21,91,2,3540,0,0,0,0,1,0,0
53,20,57,2,0,0,0,0,0,1,0,0
65,28,319,3,0,0,0,0,0,1,0,0
42,17,347,4,0,0,0,0,0,0,1,0
60,26,282,4,0,0,0,0,0,0,0,1
27,17,12,3,2210,1,0,0,0,0,0,1
22,38,13,3,900,0,0,0,0,0,0,1
48,30,133,3,1190,0,0,0,0,0,1,0
27,8,200,3,1020,0,0,0,0,1,0,0
56,-1,350,2,2560,0,0,0,0,1,0,0
26,16,74,1,0,0,1,0,0,0,1,0
42,16,181,3,0,1,0,0,0,0,1,0
28,18,175,1,0,0,0,0,0,1,0,0
30,10,348,5,0,0,0,0,0,0,0,1
53,33,157,3,1950,0,1,0,0,1,0,0
31,9,298,1,1640,0,0,0,0,0,0,1
30,14,297,4,1530,0,0,0,0,1,0,0
51,21,128,4,0,0,0,0,0,1,0,0
56,13,37,1,0,0,0,0,0,0,1,0
19,20,301,4,0,0,0,0,0,0,0,1
54,37,167,3,0,0,0,0,0,0,1,0
63,34,101,2,0,0,0,0,0,0,1,0
56,37,290,2,0,0,0,0,0,0,1,0
34,12,236,2,1880,0,0,0,0,0,1,0
29,34,239,3,0,0,0,0,0,0,1,0
34,30,154,3,1570,0,0,0,0,1,0,0
29,5,199,5,1190,0,0,0,0,1,0,0
47,8,239,1,0,0,0,0,0,1,0,0
48,35,287,1,0,0,0,0,0,0,0,1
27,20,242,5,0,0,1,0,0,0,1,0
46,26,302,4,0,0,0,0,0,1,0,0
64,15,269,4,1160,0,0,0,0,1,0,0
28,29,196,4,0,0,0,0,0,1,0,0
35,9,24,4,0,0,0,0,0,1,0,0
39,21,30,4,1940,0,0,0,0,1,0,0
43,32,262,4,1130,0,0,0,0,1,0,0
52,31,250,1,1980,0,0,0,0,0,0,1
53,14,91,3,0,0,1,0,0,0,1,0
24,25,288,2,2380,0,0,1,0,0,0,1
40,5,84,4,0,0,0,0,0,0,1,0
54,22,327,1,0,0,0,0,0,0,0,1
26,15,266,3,0,0,0,0,0,0,0,1
23,33,316,1,1040,0,0,0,0,0,1,0
64,1,346,1,2440,0,0,0,0,0,0,1
48,25,296,2,0,0,0,0,0,0,0,1
64,10,34,3,2850,0,0,0,0,0,1,0
30,35,277,4,1150,1,1,0,0,1,0,0
45,10,293,4,0,0,0,0,0,0,0,1
65,20,235,3,1280,0,0,0,0,1,0,0
41,9,344,3,0,0,0,0,0,0,1,0
24,29,18,4,1210,0,0,0,0,0,0,1
38,40,68,3,0,0,0,0,0,1,0,0
64,9,232,1,0,0,0,0,0,0,1,0
46,35,66,4,1280,0,0,0,0,0,1,0
60,39,185,2,0,0,1,0,0,0,1,0
30,33,200,4,2260,0,0,0,0,0,0,1
44,27,309,3,1410,0,0,0,0,0,1,0
58,16,42,2,0,1,0,0,0,1,0,0
60,13,31,1,0,0,1,0,0,1,0,0
33,40,259,4,0,0,0,0,0,0,1,0
20,20,337,1,1840,0,0,0,0,1,0,0
25,37,87,1,0,0,0,0,0,0,0,1
52,26,56,2,0,0,0,0,0,0,1,0
61,18,202,1,0,0,0,0,0,0,0,1
36,8,220,4,2270,1,0,0,0,0,0,1
61,13,288,2,1040,0,0,0,0,0,0,1
47,5,51,1,0,1,0,0,0,0,1,0
60,14,184,2,0,0,0,0,0,1,0,0
19,29,201,5,0,0,0,0,0,0,1,0
51,19,210,3,3180,1,0,0,0,0,0,1
51,36,104,4,3420,1,0,0,0,1,0,0
20,20,331,5,1250,0,0,0,0,0,1,0
55,31,283,2,0,0,0,0,0,0,0,1
22,33,253,3,0,0,0,0,0,1,0,0
19,28,158,3,0,0,1,0,0,0,1,0
34,3,152,4,0,0,1,0,0,0,0,1
39,32,348,1,0,1,0,0,0,0,1,0
22,23,132,2,1880,0,0,0,0,0,1,0
45,13,323,3,0,0,0,0,0,0,1,0
43,31,15,4,0,1,0,0,0,0,0,1
42,38,62,2,0,0,0,0,0,0,0,1
50,12,333,3,0,0,0,0,0,0,1,0
48,26,109,5,1100,0,0,0,0,0,1,0
46,20,240,5,1640,0,0,0,0,1,0,0
34,41,215,3,0,0,0,0,0,1,0,0
56,15,214,5,0,0,0,0,0,1,0,0
49,24,139,1,2660,0,0,0,0,0,1,0
63,36,271,5,0,0,0,0,0,1,0,0
20,7,106,5,0,0,0,0,0,0,1,0
46,14,237,3,0,0,0,0,0,0,0,1
35,6,280,1,860,1,0,0,0,0,1,0
41,29,334,5,0,1,0,0,0,0,0,1
40,28,132,4,0,0,0,0,0,1,0,0
42,10,81,5,870,0,0,0,0,0,0,1
26,29,35,3,0,0,1,0,0,1,0,0
35,10,339,3,980,0,0,0,0,0,0,1
58,41,130,4,0,0,0,0,0,0,0,1
30,14,319,2,0,0,0,0,0,0,1,0
41,32,79,3,0,0,0,0,0,1,0,0
65,17,125,4,1040,0,0,0,0,1,0,0
54,34,239,1,0,0,0,0,0,0,1,0
56,23,289,4,0,0,0,0,0,1,0,0
52,36,280,1,0,0,0,0,0,0,1,0
52,23,59,5,0,1,0,0,0,1,0,0
19,36,123,4,0,0,0,0,0,0,0,1
34,3,285,5,0,0,0,0,0,1,0,0
40,21,302,3,0,0,0,0,0,0,0,1
38,14,262,3,0,0,0,0,0,0,1,0
30,6,46,1,1140,0,0,0,0,0,1,0
55,14,97,3,0,0,0,0,0,0,1,0
54,38,87,4,4550,0,0,0,0,0,1,0
23,2,276,2,0,0,0,0,0,0,1,0
45,30,279,5,0,0,0,0,0,0,1,0
27,6,66,2,0,0,0,0,0,1,0,0
40,20,28,5,0,0,0,0,0,0,1,0
49,18,207,5,2450,0,0,0,0,0,0,1
43,29,198,3,0,1,0,0,0,1,0,0
58,17,39,1,0,0,0,0,0,1,0,0
46,36,122,3,0,1,0,0,0,0,0,1
26,5,184,1,0,1,0,0,0,0,0,1
54,38,123,4,0,0,0,0,0,0,1,0
35,34,230,2,1040,0,0,0,0,1,0,0
58,24,316,2,0,0,0,0,0,1,0,0
37,39,101,5,0,0,0,0,0,1,0,0
33,6,205,4,0,1,0,0,0,1,0,0
58,7,133,2,0,0,0,0,0,0,0,1
28,31,215,5,0,0,0,0,0,0,1,0
30,10,345,2,950,0,0,0,0,0,1,0
30,34,293,5,0,1,0,0,0,1,0,0
21,3,20,3,0,0,0,0,0,0,1,0
25,16,28,3,0,0,0,0,0,1,0,0
33,35,228,3,1310,0,0,0,0,1,0,0
18,32,325,2,900,0,1,0,0,0,0,1
26,26,241,2,0,0,0,0,0,0,1,0
23,5,322,2,0,0,0,0,0,0,0,1
47,21,189,3,0,0,0,0,0,0,1,0
61,4,51,5,0,0,0,0,0,0,1,0
41,6,210,3,1060,0,0,0,0,0,0,1
49,36,186,2,0,1,0,0,0,1,0,0
38,18,64,2,0,1,0,0,0,0,0,1
45,1,184,1,1230,0,0,0,0,1,0,0
39,34,339,3,0,0,1,0,0,1,0,0
56,11,335,1,0,0,0,0,0,1,0,0
26,15,34,5,0,0,0,0,0,0,1,0
48,5,105,3,0,0,0,0,0,1,0,0
57,25,16,2,0,0,0,0,0,1,0,0
61,7,93,2,1060,1,0,0,0,0,1,0
34,11,137,5,0,0,0,0,0,1,0,0
21,14,127,4,0,0,0,0,0,0,0,1
26,38,71,3,0,0,0,0,0,0,1,0
23,32,317,4,0,0,0,0,0,0,1,0
64,35,268,2,0,0,0,0,0,1,0,0
44,12,74,5,3410,0,0,0,0,0,0,1
62,25,52,3,0,1,0,0,0,1,0,0
38,20,60,4,910,0,0,0,0,1,0,0
40,37,285,2,0,0,0,0,0,0,0,1
20,18,174,4,0,0,0,0,0,0,0,1
57,14,63,4,1010,0,0,0,0,0,1,0
32,9,97,5,0,0,0,0,0,0,1,0
52,23,334,3,0,1,1,0,0,0,1,0
27,5,171,4,0,0,0,0,0,0,1,0
31,11,14,4,4210,1,0,0,0,0,1,0
56,35,118,4,0,0,0,0,0,0,1,0
31,20,132,4,1040,0,0,0,0,1,0,0
40,10,67,4,1310,0,0,0,0,0,1,0
25,30,155,2,0,0,0,0,0,1,0,0
56,31,299,2,0,1,1,0,0,0,1,0
43,36,112,5,0,0,0,0,0,0,0,1
58,8,330,3,0,0,0,0,0,0,1,0
26,26,332,2,1030,0,0,0,0,0,1,0
28,29,286,2,0,0,0,0,0,1,0,0
59,34,259,2,2490,0,0,0,0,0,0,1
46,16,333,5,1550,0,0,0,0,1,0,0
43,38,282,3,0,0,1,0,0,0,1,0
28,39,168,4,0,0,0,0,0,0,1,0
42,34,12,3,3590,0,0,0,0,1,0,0
46,34,327,3,0,0,0,0,0,1,0,0
49,1,290,2,0,0,0,0,0,1,0,0
25,32,284,3,0,0,0,0,0,1,0,0
61,32,183,3,0,0,0,0,0,0,0,1
52,31,57,5,0,0,0,0,0,0,1,0
60,23,261,2,1180,0,0,0,0,0,1,0
32,6,316,3,0,0,0,0,0,0,1,0
53,21,296,3,1320,0,0,0,0,1,0,0
21,38,136,2,0,0,0,0,0,0,0,1
36,20,32,1,0,0,0,0,0,0,1,0
64,25,155,3,0,0,0,0,0,0,0,1
22,16,170,4,0,0,0,0,0,1,0,0
22,3,75,1,0,0,0,0,0,0,0,1
34,30,338,4,0,0,0,0,0,0,0,1
53,41,70,1,0,0,0,0,0,1,0,0
52,22,53,3,0,0,0,0,0,0,1,0
21,24,230,1,0,0,0,0,0,0,0,1
52,31,185,2,0,0,0,0,0,1,0,0
32,37,192,3,0,0,0,0,0,1,0,0
51,20,61,3,0,0,0,0,0,0,0,1
62,34,222,2,0,0,0,0,0,1,0,0
41,5,89,5,1310,0,0,0,0,0,1,0
32,3,350,4,1580,0,0,0,0,1,0,0
25,20,334,1,0,0,0,0,0,1,0,0
45,20,122,3,0,0,0,0,0,0,1,0
50,27,74,3,1070,0,0,0,0,0,0,1
33,13,236,3,0,0,0,0,0,0,1,0
49,8,243,5,5650,0,0,0,0,0,0,1
39,7,262,3,2330,0,1,0,0,1,0,0
21,16,44,3,0,0,0,0,0,0,0,1
